text	labels
Imam tells Muslim migrants to 'breed children' with Europeans to 'conquer their countries' and vows: 'We will trample them underfoot, Allah willing' Sheikh Muhammad Ayed gave the speech at Al-Aqsa Mosque in Jerusalem.He said Americans, Italians, Germans and French forced to take refugees,Claims Europe was only welcoming refugees as a source of labour . A top Iman has told Muslims to use the migrant crisis to breed with European citizens and 'conquer their countries'. He said Europe was facing a demographic disaster and urged Muslims to have children with westerners so they could 'trample them underfoot, Allah willing.' 'Throughout Europe, all the hearts are enthused with hatred toward Muslims. They wish that we were dead, but they have lost their fertility, so they look for fertility in our midst,' Infowarsreports. 'We will give them fertility. We will breed children with them, because we shall conquer their countries.'	1
I will salt the earth with the blood of swine and march my army of Judea through your hearts to crush your heathenistic godless souls.	1
You heard it here folks , as houris has spoken , their intentions are clear , to overthrow European governments and inhabitants , with their own misinterpreted views , we need to act now , the fret is real , Europe is been invaded , close each border , don't feed them ,give them water and tell them to move along and go back where they came and gets refund from the people smugglers !	0
"""Umutcan Sarigul Yea slowly as the europe done before in middle east. Now time has come to live with worries for europe like middle east"" no dear, the western society is not that islamic mess that's the middle east, you can keep killing each other down there, you're not going to do this in Europe, you can count on it."	0
Francesco Cesco But they ARE doing it. They did on 7/7, they did it in France w/ the Charlie Hedbo massacre, they did in the US w/ 9/11. There are some places across Europe where the police will not even tread anymore b/c they've become so islamized and taken over. They are doing it.. slowly but surely through civilization jihad.	1
Cynthia, no you are correct - but when you responded the way you did to the terrorist threat, we supported you. Now fast forward a few years, and we have OUR citizens being killed on our streets, and on the beach when they are on holiday. We also have terrorists being recruited from within our own country - plotting against us, and going to Syria to fight for ISIS. With ISIS openingly declaring they will send more terrorists to Europe disguised as refugees, are you still saying we should keep our borders open? I can't fly to LAX without security checks, so I can't see that Syrians would be able to.. so why should it be any different for Europe than the US? (Of course, I fully expect you to ignore these questions, the same as every other time a yank comments on these threads does... but that proves the point really - you can talk a good game, but have nothing to back it up).	1
Yes you responded and joined Bush in declaring a bogus war in Iraq that led to the formation of Isis. Congratulations again! Pat yourselves on the back.	1
What are you backing up? Say it. Say I hate Muslims period and quit trying to defend your actions with examples of terrorism. In the United States, I'm much more concerned about being shot by a mentally deranged white man with a legally purchased gun and not a Mexican immigrant which come here by the millions yearly.	1
A yank started this post. You have no problem with racist yanks, do you fascist?	0
It's clear enough to anyone that would read the comments on here - or even just try to understand my last comment. I will repeat - we have terrorists killing our citizens NOW - and we have terrorists in THIS COUNTRY plotting to kill our citizens NOW. We also have people recruiting muslims in this country to go and fight alongside ISIS right NOW. I have never said I hate Muslims - I hate terrorists, period. I hate extremists and fundamentalists that want to harm us, and our society, regardless of their race, religion, or ideology. You may have a right to be more concerned about your own citizens than immigrants - I do not know enough about US crime stats.. but that doesn't mean the situation is the same here. As I said, you wouldn't let me fly to LAX without passing security checks, so (in view of the ongoing threat we live with on a daily basis) why should we let anyone they want to walk in to Europe?	0
Just seen your fascist comment... I do not think that word means what you think it means... but it says a lot about your bigotry, seeing as you know nothing about me.	0
lol - you not been watching the news then? Germany shut their border when they couldn't cope!! Hungary have arrested at least one confirmed terrorist on their border. People are moving freely across borders and disappearing. And I ask again, what are you doing as a person, or a country, to help? Can you not see that the current situation is being used to rid you of any responsibility? If the refugees were in camps in Turkey etc, the UN would call on you to help... if they are artificially dispersed the UN can avoid a crisis, and the US can wash it's hands.	1
This is going to cause so much trouble. Countries cannot support this amount of migrants.	1
One rule for one, one rule for another. Its the same here. They can always find money for people abroad but we face numerous cut backs	1
That is the problem. The secret weapon of islam is over population.	1
The annoying thing is that 75% of the migrants are Young men, why aren't they fighting for THEIR country? Or is it more a case of they can get more from European countries (money, house,education etc)	1
Cowards	0
because according to source 80 % are not Syrians!	1
because the majority of them arent syrian!!!! many of them are even former rebel fighters.	0
These are draft dodgers who didn't want to fight for their governments they would rather fight jihad on the West because they support the rebels.	1
We must stand with Hungary...AND start sending them back who have been in Europe for generations, these are christian countries and need to stay so...but the Idiots running the show seem to want to turn them over to Islam...the vast majority of the public in european countries think the same way...instead of showing muslim dead babies..start reporting on the muslim men making Sweden into the rape capital of Europe...Viktor Orban should be running Europe.	0
Gabri Ela not sure I'd use the notoriously racist newspaper the daily mail as a source for unbiased facts!	0
Wait until they all finally force there way to Germany. There will be nowhere for them to go. Then the demands start and the riots. Then those idiots Moon, Junker and Merkel will be forcing their mistakes on the rest of Europe to get Germany out of trouble......	0
BBC please report the truth. This is nothing but the spread of Islam in Europe and soon they will multiply and dominate Europe. You foolish news agencies are enhancing this because you are all blind and stupid. When the bombs begin to blow up there will be no hiding place even for you. This is not a humanitarian crisis, this is an invasion!	0
Political correctness will destroy the world as we know it.	1
@Carli. Really worrying videos. Wonder why the mainstream media wants this hidden. That's a rhetorical question, by the way.	1
The BBC is an utter disgrace.	0
the BBC is run by champagne socialist lefties living of the tax payer.	1
Emmanuel Nnaji the truth doesnt suit their agenda driven narrative.	1
The hungarians are correct it is an invasion, and it is aided and abbeted by the BBC and Sky news . If you watch either of them you would think it was all women and children , the reality is that it is 95% men and very few of them are actually Syrian . We need to defend our borders and keep these people out or we will pay a heavy price in blood.	1
First major problem the EU have had to deal with & the politicians turn to jelly. What a surprise.	1
I agree. What did we all expect from a bunch of individuals most of whom failed spectacularly to achieve anything in politics in their own countries? MEPs are second rate politicians - and they are being given increasing powers over the sovereignty of individual countries (now referred to as 'member states'!). Added to this, our respective governments are being influenced by a biased media who are only reporting one side of the story because they just love a bit of sensationalism.	1
The EU is the biggest political con in my lifetime, the cultural & economic differences between us all are huge. Whilst 2 of the greatest conflicts of recent times have been the break up of the Soviet Union & Yugoslavia, the EU wants to take Europe in the opposite direction. It cannot & will not work & the main beneficiaries are the politicians themselves. End this gravy train now.	1
They can't even make the cell phone chargers be all of the same kind, so how can they handle big politics? :)	1
Does anyone really believe that a political union of Europe is a good idea ? Apart from politicians	1
The major thing I have learned from this'migrant-crisis' is that I now know where my vote will go in the forthcoming Referendum on the EU. I will vote to leave because, like many people here who won't admit it, the thought of the UK being in some 'club' with the Germans made many feel secure; the Germans, after-all, were the clever ones whose economy was up-and-away soon after WW2, while we lagged behind for many years. However, the way they have behaved over this crisis - handing out 'sweets' to migrants etc, is symbolic of their encouragement for the migrants to travel all that way; and absolutely ridiculous - and not a thought for their own people. It has now made my mind up, and I want to leave the EU	1
A few years ago I was staunchly pro EU. But now, I agree with you 100 % ... Let's get out while we can	1
Pamela, but unfortunately those guest workers never left, and I have heard some pretty negative stories about the Turks from my foreign exchange students, who mostly are still on the bottom rung of the ladder because they will not assimilate nor do they value education. Yes there are some exceptions to the rule, but that seems to be the ideology of the majority.	1
EU is a joke!!!	0
Don't forget,that while Britain was still on rations their Government was issuing food and other help to Germany. The US was doing the same to Japan. The whole Second World War was a lie.	1
Clair Louise Bessant Too late I'm afraid. This refugee crisis is an ivasion in disguise. I don't say ISIL, because that's too obvious. But someday this will all turn bad.	1
Why can't they all go on a pilgrimage to Mecca and ask for asylum when there in Saudi Arabia its a rich moslim country and most Syrians speak Arabic it's a win win they get to go to Mecca as ever Moslim should try to do in the life and it's a safe place with 100% Islamic laws.	1
"EU is a failing club. Definitely worth leaving. I know I will be voting to leave EU! That is absolutely what my thoughts were and still are, handing out ""sweets"" to these so called refugees will only continue to encourage millions of them moving into Europe and demanding to be housed, fed and clothed!! Can we afford to do that? Well I'm afraid our children, our children's children and so on, may not have free NHS if we take thousands of these people in. They will come in and start popping babies. Schools and hospitals will be overcrowded."	1
Don't forget eventually they will all have a European passport and will be free to travel and work anywhere in the EU. Best vote to leave asap	1
Yeah...if we still alive at the time of the next election. Anything can happen and fairly soon. UK is not safe either.	1
I've just read that 4 out of 5 are not from Syria yet they still INVADE countries.....this is a disgrace and the EU leaders have just handed Europe over and then they have gone quiet......it's shocking and unacceptable and needs sorting now not discussed next Wednesday as l've just heard.....they should be discussing this now on the W/end and resolve this major mess up!!!	0
No l don't l read many.....what l don't like is how quiet the EU leaders have become as if they have opened the door and they have all left.....	1
Of course they are not! The hungarian border is full of thrown away passports. They can be any kind of citizens they want to	1
most are not syrian!!! i knew that ages ago just by looking at the crowd.	1
Merkel, world war two, terrorists , Refugees, Migrants, confusion, and arguments, rioting , disorder, lawlessness, stupidity, tensions to war, fear and threat ,racial hatred as Syrians and afgans fight, now wait for the bombings, fighting on the streets, beheading, and the destruction of Europe and it's countries , Hungary is defending it's country in a pool of sh.t , about the only country defending and upholding the EU laws. We will regret we did not see this coming and acted faster , However with a person like Merkel who should now be thrown out by the EU for misconduct to the European countries and laws and by her own people, for an open invite stupid mare, 60% Refugee 40% other or un known Migrant , It only took 7% of the wrong people in world war two to be sending the Jews to the gas chambers? do you think we have 7% ISLAMIC STATE now in Europe? the stability of Europe is about to topple and discontent in Europe will grow , We are seriously looking at total unrest leading to a possible war.......... lets hope we have a doggy bag and can pick up the Sh.T , but I fear the damage is already done, as an Island England we need to now close our borders under a total security risk and put troops not police on our southern and eastern shore line, backed up by a Navy and air cover , lets send a hard and fast message to the 40% un known stay away.	0
Garett Mullan in reply A refugee is someone who enters the first safe country and ask's for asylum , they have gone past the refugee status and are moving on forcibly through Europe using force when stopped, a lot have no papers or passport, which makes them illegal or put together illegal Migrants, Europe in the best will in the world needs to look and see who is entering their country countries can you tell me how many Islamic state are mixed in with the people forcing their way into Europe No.........it is estimated 800,000 are going to be at the borders of Germany and 300,000 will not even pass refugee status so what do you think they may be? holiday makers as for the Holocaust that only took 7% of the 800,000 thats around 11,428.half of a person around an invading army then	1
Hungary is handling it correctly, but Mad Merkel totally messed it up in creating a stampede and EU needs to do more to keep them nearer their border by improving facilities & supplies to persuade them NOT to travel to EU because it will be fine for them where they are now in Turkey and other neighboring Islamic States that have already setup Refugee camps for them. WHAT REALLY IS NEEDED IS A FULL SCALE WAR AGAINST ISIS WITHIN SYRIA & IRAQ, and once done all those so called migrants & refugees can be sent directly back to their country of origin. This will avoid another major recession due to the EU has no jobs for them, and therefore they will remain for years on State benefits while being feed, sheltered, educated and given some spending money which will destroy the social welfare system completely! ALSO, the fact that we don't know how many ISIS members & staunch supporters of them have now or will soon be infiltrating the EU & US, as many of the ones arriving have no form of identification to confirm whom they are! This is a massive financial & security disaster, and I am glad that Hungary has seen the writing on the wall regarding that fact to prevent them entering the country - Good on Hungary!	0
All this immigrants Merkel should take them to her villa and leave with them.	1
Hungary is making things worst. The migrants want to come to Germany or Scandinavia. No one wants to stay in Hungary. Hungarians are doing this simply out of xenophobia and hatred. After all they support Putin. As for the intervention against ISIS - I fully agree. It should already have been done. This is where the problem originates from. NATO should take the firmer position in this matter.	0
"In answer to the headline ""There are growing tensions among some European countries over how to handle the migration crisis"". The answer is simple, SEND THEM BACK (and to the 1st country of SAFETY - TURKEY). Don't tell me that the EU and the rest of Europe has never heard of something called a RETURN TICKET !!!"	0
The story says many of the migrants want to travel to Germany and Sweden, and both those countries want the rest of the E.U countries to share the burden with them?...Are they kidding? Sweden is now the rape capital of Europe, and they want other sane people to follow their idiotic example. https://youtu.be/RZsvdg1dkJ4	1
"But here in Hungary we can't share ANY burden like that either, the minimal salary here is only about 400 USD!!! People with some good certificates (those who has the chance to study at all!) can earn more then this, but this country is just not enough wealthy to give these ""migrants"" enough benefits, this country is enough european and 1000 years old, christian and an amazing culture, but our authorities say just like you all could read above, 80% of these migrants are not even syrian! They protested loudly here in the heart of our capital which was lived even by the Roman Empire, that they want to go to Germany, because here it'""s like Guantanamo !!! So if I scream and shout enough loud that I want to go to England, and I act like a hoard, will I be invited to London? I agree helping people escaping from war, but most of these people are NOT escaping from any war. Many from Pakistan, from African countries even."	1
They somehow don't want to cooperate with any authorities either, they don't have any papers, no ID's, no passports, and they just reject being registrated too!	1
I agree with you 100% Karli. Although you might hear that Hungary is being criticised in the news and media, let me reassure you that's not how it is in reality. You have many, many people who admire and support your countries sensible stance, and wish their own countries would do the same. They don't want to give way to media emotional blackmail, and the incredibly outrageous biased news reporting. People need to wake up to what monster they are playing with here. There is nothing wrong with wanting to protect and maintain your own country and culture. There is enough barbaric bloodshed going on in the middle east. Only a brain dead fool would want to import it into their own country.	0
They have suddenly all discovered ( far too late) that every country needed its borders! Simple really & Germany made a huge mistake saying it would take all comers anyway. Apparently only one in four of these migrants are from Syria the rest are economic migrants & no country can cope with being overrun.	1
To improve the TRP of your channel, always showing something touchy & not reality. Why Europe should take them??? Why not Muslim countries?? Where are some international organizations?? Everyone is keeping quite.	1
"The European Council fiddled whilst , Damascus ,Palmyra, Aleppo, Tripoli, Beirut & Baghdad burn. Europe your motto is united in diversity and your anthem the ode to joy. ACT don't fiddle ! Get the Arab league to act as well. Mr Blair will be of no use here either. The result of not taking quotas sending refugees to Dachau.................Cameron and Orban are you not even slightly ashamed? I am as an European Citizen. The takeover of ""civilised Europe "" by narrow minded born again non christians and boutique bankers seems nigh on complete.....let the refugees just die out of camera shot then we can all sleep easy. Thatcher's sick legacy of unadulterated selfishness."	0
This sudden exodus of migrants into Europe means a lot of cultural and political and religious implications. Analogy suggests Europe shall become an Islamic state in coming hundred years or so just because of rising population of migrants which to me seems a kind of TROJAN HORSE.	1
It's a muslim invasion. Saudi Arabia has the money, space and a massive air conditioned tent city able to hold them all. Once we are over run with muslims they can start out voting us in council elections then bigger elections and before you know it we will be living in a muslim country and the women will all be forced to wear burkas and all the disgusting things that go on in muslim countries will be going on in European countries. beheadings and stonings en-mass. hasn't Boris Johnson just been replaced by a muslim as mayor of London? And I read that that dead boy on the beach in turkey was staged, and the 'refugees' have been having weapons delivered to them. It's a planned invasion and we need to seal the borders and send those that are here back. Let the Arab nations deal with their own	0
Im confused if the migrants are escaping war in syria then surely as soon as they get to hungary and croatia then surely they have done this? Why then the need to travel to europe? Oh yeah the money and so called prospects. Ur hang on we cant feed and house the families and ex sevice men in our own countries how then can we find space and food for thousands of migrants?????? David icke is right we will all become a muslim state and women will lose the rights they fought hard to get and our children will be at risk and what was the point in 2! World wars if we all end up following muslim law?	1
"To begin with I totally agreed that the UK should accept some refugees but now - seeing all the fighting and aggression and the sheer volume of ""refugees"" I don't think we should keep allowing them in. We are taking 20,000 over the next five years. The EU now needs to stand up and make other countries ""do their bit"" and take refugees too ! It's NOT an EU problem - they all want to get to the EU - it'll cripple us all if they do and could well change everything we stand for and value - tradition wise and security wise !"	1
Problem is they will go to all the countries them start trying to change them. They will push their religious beliefs on everyone and demand people do what they want. Just like the southerners that keep crossing the u.s. border. Funny how none of the other Muslim countries are trying to help them. Everyone needs to band together to crush the isis vermin and let them stay where the migrants come from.	1
The responsibility to handle the refugees should be divided in accordance to those same nations that caused the crises through their warmongering in the first place. The greater the effort they put into warfare in middle eastern nations, the greater the number they should be required to take in. This should obviously include the US, as most would then be shipped here. We can house them all in DC. maybe they can help us get rid of the terrorists currently occupying that city.	0
Simon, I can see where you are comming from and there is a lot I can agree with you on. I just want to add that if Hungary didn't send the migrants to Germany or put a stop on numbers passing through Hungary by enforcing border controlls nobody would have taken it seriously till to this day. My biggest concern is that according to current estimates only 20-30% of the will get refugee status and those who won't will be asked to return home. I am not sure if you have seen the reaction when people were stopped and asked to register but you could see lots aggression and violence. What will happen when they are encouraged to go home? I can't even imagine their reactions. And will they? The EU is notoriously bad at returning refugees to their country of origin. I am still thinking border control is the way forward but not only in Hungary but all the way along. If we suppose that they can return to their countries after it is safe then refugees must be helped (by the enitre EU) as close to their home as possible. Also it would discourage those who are not running from war to stay at home and dont risks their life. If you cannot protect the border you soon won't be able to protect not even EU citizens but the real refugees who need help. My other problem is that at this stage EU is talking about quotas, migrants and refugees and to be frank we don't even know who is who and have estimated numbers at this point. Why do we have to transport people to Germany and find out there that they are not even refugees then retunr them back? It is not fair on them and not fair on the EU. And a side note..... it would be great to see some balanced reporting in the media as well and not making the situation worse by picking on certain countries like Hungary when to be honest nobody can handle the situation.	1
"Eszter - I agree with you 100%, in the ideal world. But let's say everyone agrees to implement 100% border control at midnight tonight - with the numbers we are seeing, countries in eastern Europe will struggle to give the aid that is needed (even if the refugees were to behave and abide by the law). That is why I said about letting the ones moving get to Germany - so the burden falls on the country, or countries that can handle it, until the UN takes over. As for genuine refugees vs illegal immigrants... that is another reason to pass the problem on to Germany, because eastern Europe couldn't undertake the burden of repatriating the illegals. The only way to fix the problem is stop the flow at source, and let the rest get to somewhere better equipped. Your second concern (about knowing who is who, and where they are) is a major issue for Europe that I feel will come back to haunt Europe. I believe Hungary have already arrested at least one member of ISIS, so how many more have just disappeared - and even without the terrorist threat, how many ""undesirables"" or criminals have taken the opportunity to simply vanish? As I said before the situation descended into a great big cluster fk - compassion is one thing, but it looks like western Europe totally lost it's mind, and didn't think a single thing through."	1
Are there terrorists hidden in migration groups? Likely.	1
This mess is a perfect cover up.	1
ISIS has threatened to flood Europe with half a million migrants from Libya in a 'psychological' attack against the West, it was claimed today. Transcripts of telephone intercepts published in Italy claim to provide evidence that ISIS is threatening to send 500,000 migrants simultaneously out to sea in hundreds of boats in a 'psychological weapon' against Europe if there is military intervention against them in Libya. Many would be at risk of drowning with rescue services unable to cope. But authorities fear that if numbers on this scale arrived, European cities could witness riots.......This was part of a story in an italian newspaper on 18/2/15 and 7 months later it seems to be coming true 😔	1
How many Mexicans were involved in destroying the World Trade Center or bombing the Boston Marathon?	1
"These are not ""refugees"" They are wolves in sheep's clothing. If anything they are economic migrants."	1
"Not to mention that the article obligates them to register ( they present themselves without delay(, while these ""refugees"" resist registration and fingerprinting... I't interesting the media allways ""forget"" ti mention this."	1
Hmmmm... I am getting cross... I have just read that Syria launched air attacks against IS, or whatever they call themselves. My question is WHY haven't Syria formed an ARMY...??? This is an important issue because lots of their young men are running away... WHY are they not in an army...? WHY should they look for a 'better life' in Europe (and the UK) when we had to fight for our way of life, with death and injury affecting our families...??? Now with US and Russia involved, it seems to me that WW3 is approaching... I SUGGEST that Europe (and the UK) accept women, with their children, as refugees. All other people should be regarded as illegal immigrants and sent to Syria, no matter where their origin, to fight in their army to achieve a 'better life' for themselves...	1
If you Check https://www.facebook.com/AngelaMerkel page! It is inundated with Concerns by the German Public and Calls for her to resign! A quiet different picture of What the BBC and the mainstream media gives us of happy Germans welcoming migrants!!! This Propaganda has too STOP right now!!!!	1
And then for all the stupid racists ,or not even, but at least black and white indoctrinated people. ( And this little AmericanTy Royce etc.What do you know about Europe anyway? Study some more! ) Europe and even more America is what it became because of immigrants! But anyway,have a nice life, all of you! And let's hope other ones will find that to!	0
For all those people that could'nt be bothered to vote UKIP at the last election you sow the seed now reap the reward ISLAMIST takeover of europe	1
I'm with you there I live in (born) UK and I will fight for it VOTE UKIP at the next opportunity many whom didn't have fast wished they had The rest have buried their media soaked brsinwashed heads in the sand !!	0
At least Farage understands the problem and says what they all think but are to cowerdly to say out loud. Europe cannot support all these migrants. We will have a mosque on every street corner soon and you know what muslims want for us. Vote UKIP next time but by then it will be to late. We will have an islamic country.	0
Shocker, another UKIP supporter who can neither spell nor use punctuation correctly. Putting the word 'islamist' in capital letters does not make it true. Now crawl back under the rock from whence you came, and leave politics to those with the intellectual capacity to understand it.	1
Sam Lakin what do you call these people that refuse to register and rush police lines to illegally enter a nation? Stupid liberal scum will complain about your benefits being cut to pay for the housing and health care for the invaders. UK is the next Greece	0
Getting fed up with the 'violin' act. 10% are probably genuine unfortunately the rest are after cherry picking a different life. I'd have more compassion if they adhered to the countries laws and complied with them. Why won't people register because they have things to hide. If I travel somewhere abroad I have to comply. This is a world problem. Investment needed in the camps around Syria to give people healthcare and education. We have to be realistic Europe cannot absorb whole countries.	1
The Terrorist are among them. Better have good filters. They hide among the women and children. Invading at will!	0
"I know someone will think this is racist, but why can't they just leave Europe for the Whites? EVERY major race on the planet has their own part of the world, they call home. The Latinos have all of Mexico and Central and South America. The Blacks have most of the Caribbean islands and African countries. The Arabs have most of North Africa and the Arabian Penninsula. The Indian people have South Asia. The ""Asians"" as we call them here, have all of eastern Asia, and the Polynesians have most of the Pacific islands. Why can't the WHITES have one part of the world for themselves? Whites don't flock in hoards to regions where other races are the majority. We need to preserve our culture and our land. Please. Let us have at least ONE continent for ourselves. i don't mind a few, but not so many. Seriously, I visited Copenhagen and felt like I was in the Middle East. This is ridiculous. PLEASE EUROPE, fight to preserve your culture and values. LEAVE EUROPE FOR THE WHITES!"	0
Hungary must respond the same as Israel do to Palestinians....., you know what I mean, without compassion. That's the only way, full stop. They are in Europe to no good, soon European are going to feel it.	1
This is how to create a watercannon damaged crying migrant boy to the mainstream media: http://hiddenlolcdn.com/i/46910.gif	1
Re Syrian Refugess why are these Muslim Rich Arab Countries not taking any? IE: Jordan. Saudi Arabia. Oman. Kuwait. Bahrain. Qatar. U.A.E. Strange don't you think? Is it because the Rulers, King's, Princes of these Rich and Opulent Countries own most of London? Breed world class Race Horses here, own Footbal Clubs, mix with our Royalty ? Who allow their unruly Sons to Race around Londons Knightsbridge in hugely expensive Cars, and get their Rich Fathers to pay their Parking fines? Their Daughters who take over floors at Londons most expensive hotels and are guarded 24/7 by Private Detectives? All very strange. Muslim Countries rich or poor should help fellow Muslims!	1
That's true. Just like Christian countries always help each other. So long as they are the right kind of Christians. And not darkies. And went to a decent school........	0
most of them are not syrian!!!!!	1
#JustineLouise your previous comments are telling me that you must be a very unpleasant human being...	0
Saudi Arabia has a huge refugee camp that can literally fit hundreds of thousands if not millions of people, yet it sits empty. It's all for show. They don't want their own kind, but they'll spend millions building mosques in Germany. If that doesn't prove this spread is intentional and calculated, I don't know what does.	0
I love Europe and it's the reason I detest the EU. Left wing fascism at it's worse. Merkel has caused this ridiculous scenario and then a week later closes her borders. Germany IS the EU and act like dictators to the rest of Europe. It's time Europe got out of this tyranny	0
"Typically English to say. Germany was forced to stop singing ""Deutschland über alles"" but when will the UK be forced to stop singing ""Britannia Rules the Waves""? I mean, ""left-wing fascism"" is an a contradiction - don't you know fascism is ALWAYS right-wing? If anyone is fascist, it's the UK which refuses to cooperate within the EU properly and pretends that it's giving away its OWN money. No, mate, you stole that wealth from your empire and now you pretend its yours. The least you can do is help the rest of Europe with that enormous wealth which you stole. Even your crown jewels were stolen from India!"	0
Haha oh boy. So much garbage written. You won't even acknowledge that liberal fascism exists? :D and please, you want to bring Germany and history into this. Please don't you can never win on that argument. My comment isn't an attack on Germans, just their leader, the self important Queen of Europe, yet you want to attack me because you suspect I'm British :D	1
The stop is temporary due to the Oktoberfest in Munich. The Merkle regime wants to earn millions of euros in revenue from the Oktoberfest and we all know that beer and angry Germans alongside this mob of people will not be a good combination! The temporary border measures are just that alas.	1
It needs to stop now these migrants are flooding through Hungary turned back Bangladeshis last week .... This is not a refugee crisis it's an migrant invasion . Stop the boats at source Turkey needs to step up on this point and stop them .	1
George 85% are single young men ... Refugees fleeing conflict ok but wake up the facts tell a story .	1
George Gilmartin A Japanese bank calculated the cost to the German tax payer of ONE of these people over 12 months and it is in the region of €16,000! The kids are just tools to get benefits and without proper paper work and testing how can a family relationship be proven? The Romanians stopped large mobs of Bangladeshis on the Hungarian border.	0
what is abundantly clear is that the people of the the UK do not see this as a crisis which should be solved by admitting the thousands of migrants kicking down the fences to the Schengen area. I used to be very pro Europe, but the way this issue, and the Greek crisis, have been handled has made me think again. I see little benefit in staying as a member of the EU.	1
No benefit at all unless one works for the corrupt non elected EU institutions	0
Which is where all the failed politicians see themselves. They don't want to see it break up because it is in their personal interests to keep it going	1
All EU countries should close their borders NOW!	0
Yeah nasty Eastern European countries who like to kill other humans because of their ethnic origins...... Let us not forget the 1990s... How can we be surprised.	0
"Today, Germany is committing the biggest mistake in the history of modern Europe. Soon, due to stupidity and helpful Germans at the gates of Europe will arrive 100 million ""refugees"" / immigrant ""/ despair"". What will you do in this situation, it knows Doman Merkel ??? We will oblige EU countries to receive three 10 million refugees ????"	0
Instead of taking out Isis you do this? Consequences are going to be outrageous! Muslim countries should be taking these people! Not the west!	1
European countries should stop accepting Migrants now! It's not about whether they're Muslim or Christian. Some are just using it as an alibi! Their country should take responsibilities over their people! Many European people are also struggling with their lives!	1
"As Croatia collapsed within 1 day, again Hungary has to solve the chaos. Now we must build up the fence till the Slovenian border as we did it at border of Serbia. Croatia is carrying the illegal immigrants to Hungary (as Serbia did it before) - daily more than 10 000 immigrants. Croatia doesn't defend its border, they don't deserve the membership of the EU. That's the Southern Slav mentality. (when they should do something, they don't do anything - as it happened so many times in the history) Hungary is the only country that keeps the rule of Schengen. We register and supply the illegal immigrants. We ensure that there isn't humanitarian catastrophie. The European Union let us again alone. It takes daily 1 billion Hungarian forint but we don't get any support from the EU. As the fence will be ready from Serbia to Slovenia, Hungary closes the border again and nobody will enter to us. Approximately 2000 Hungarian soldiers are building the fence and 3000 police officers look after the order. It would be nice if you reader from England, Germany, France and from all the countries of the world, never forget which country was the only tower against the illegal muslim horde! Don't believe to your press that is constantly crying for the ""refuggess""! They are constantly lying to you day to day! Greetings from Hungary!"	0
The migrants don't want to stay in Croatia even though they were given food and shelter! 20.000 people in 2 days entered a 4 mln country that already has 300.000 unemployed. Are you normal? And they said we were taking away their freedom to move and they are moving towards Slovenia and Hungary. Take a look at our economy and notice we can't handle this without any help from EU. Croatia still feels the bitter part of the economy crisis, we can't help anyone.	1
Oh god, than that's the solution that you transport them from Zagreb to Hungary? How wide is the Slovenian border from Zagreb? Awfull what are you doing. Question: what will you do when the fence will be ready at the border and we close it? Than? What will you do? Shame on you and your country!	0
No, we don't think that Hungary is expert in anything, except in building fences and spreading xenophobia. The problem originated from the lack of proper control at border crossing between Turkey and Greece. When the migrants have entered the EU there, it is only a matter of time when will they end where they want and there is no way to get them back to Syria now. Army and fences will solve nothing. Only a plan on the EU level with the exact quotas for each country can solve the problem. Nationalism, racism, and widespread xenophobia, as promoted by PM Orban will make things only worst.	0
Your answer is according to the typical liberal mainstream. Just wait for other's help but doing nothing. Oh yes, we can say you are politically correct, Merkel and the other liberals will applaud for you. Nice! Just forget 1 thing: Croatia shoulnd't check there border? Why do you let come in to the EU the illegal immigrants without any controll? Or do you think that you haven't any responsibilty? Wake up!	1
Than they must stop the smuggling what they are constantly doing! If the countries where the illegal immigrants movements happen now, make physical barriers than they can't enter into the EU. Paralell the greek navy should stop the immigrants on the see and defend the Schengen border. If all the countries are only waiting for something than this invasion won't stop which can be easily the end of Europe. That's all.	1
How is this for a plan.. since Merkel was so keen to help.. how about all of europe agree to give them free passage to germany, and then build one huge fking wall right round the border, so they can't get out again. :)	0
Simon Bellenie start killing them now	0
Wow am I watching the BBC? Dateline London someone actually going off script and giving a sensible view not the usual Pravda left wing opinion and he's also got the gaul to stay calm as they try to shout him down. My he even put Gavin Esler in his place by pointing out the emotive language used when introducing the refugee crisis topic. If this continues I might even start watching it again regularly, no get real I know in my heart it won't change and all the good work done by the guy from Conservative Home will be forgotten.	1
Quite often we have to pay the price for other people's stupid decisions. I see no due diligence being demonstrated by Merkel or the EU parliamentarian aristocrats. The only due diligence now is for EU countries to reinstate passport control at their borders. There is a big difference between fear and reasonable caution.	0
"Dear BBC, it's not ""migrants"", it's REFUGEES. Migrants are people who willingly enter a country, these people are FLEEING from war, even if they cross borders in the process. Stop slurring the terminology for Pete's sake..."	1
Don't be so naive. Even the BBC is now making it clear that only about a third are genuine refugees from Syria. The rest are economic migrants jumping the queue by using violent tactics.	1
Paula Robinson completely agree with you! Those of you who are really smart writing on facebook, come and see what is goning on on the hungarian borders. When they are throwing away tons of foods and water offered them and paid by OUR money. taking all fruits from our farmers yards like mantis. 85% of these poeple are NOT refugees! Refugees are and were always welcomed in Hungary. Rfugees are humble and thankful. They obey the law. I wonder how many of you seen that they used their kids as human shield whe the police hold them up. They THROW across the fence their own children for god's sake!	1
